0	0
31.74955	-91.31775
31.75	-91.2679
31.8693	-91.25005
31.8735	-91.24
32.0	-91.0886
32.0726	-91.125
32.1142	-91.0302
32.1204	-91.0308
32.125	-91.0175
32.125	-91.0527
32.1239	-91.0528
32.125	-91.0556
32.12575	-91.125
32.211	-91.124
32.19195	-91.0
32.4493	-90.9997
32.5	-91.1166
32.48215	-91.0
32.5624	-91.0701
32.5762	-91.0434
32.625	-91.0036
32.58495	-91.125
33.0042	-91.1657
33.0111	-91.1659
33.0113	-91.166
33.38665	-91.125
33.3812	-91.1725
33.473	-91.125
33.4435	-91.2333
33.509	-91.1853
33.5293	-91.2154
33.534	-91.2206
33.5354	-91.2217
33.5614	-91.2307
33.70835	-91.125
33.78405	-91.125
33.7675	-91.0
33.979	-91.0822
34.0143	-91.00005
34.1184	-90.9516
34.1196	-90.9516
34.24995	-90.8385
34.2904	-90.7505
34.3552	-90.7693
34.3686	-90.6763
34.3224	-90.6932
34.3128	-90.6781
34.5233	-90.5669
34.6398	-90.5873
34.6406	-90.587
34.6407	-90.5869
34.6663	-90.5474
34.6245	-90.5324
34.684	-90.4609
34.7295	-90.5686
34.7508	-90.5401
34.72495	-90.5
34.7503	-90.4517
34.7744	-90.4666
34.8292	-90.408
34.8337	-90.4009
34.8486	-90.3852
34.8607	-90.304
34.8993	-90.25005
34.9476	-90.2507
34.9951	-90.3089
34.9946	-90.0
34.9941	-89.8542
34.9952	-89.7242
34.9955	-89.6444
34.9947	-89.5405
34.9939	-89.455
34.9938	-89.3526
34.9941	-89.2991
34.99445	-89.25
34.9941	-89.1978
34.9936	-89.1062
34.9937	-89.0563
34.9932	-89.0161
34.9932	-89.0
34.9954	-88.919
34.9953	-88.8224
34.995	-88.7859
34.995	-88.6952
34.9956	-88.5998
34.9955	-88.3808
34.99555	-88.375
34.9956	-88.3634
34.9955	-88.25
34.9955	-88.2001
34.9021	-88.125
34.892	-88.0976
34.8328	-88.1048
34.6739	-88.1266
34.5818	-88.1398
34.5	-88.1514
34.4971	-88.152
34.4632	-88.1563
34.4427	-88.1586
34.375	-88.1666
34.3209	-88.1734
34.1889	-88.1907
34.168	-88.193
34.0865	-88.2038
34.0583	-88.2072
34.0	-88.2145
33.8396	-88.2368
33.7448	-88.2488
33.7355	-88.24995
33.5338	-88.2738
33.5	-88.2783
33.4082	-88.2898
33.2882	-88.3044
33.2208	-88.3125
33.2032	-88.3152
32.9913	-88.3407
32.9596	-88.3444
32.929	-88.3479
32.7002	-88.3746
32.6667	-88.3778
32.578	-88.3885
32.4003	-88.4101
32.375	-88.4135
32.3084	-88.4216
32.25	-88.42845
32.2418	-88.4296
32.2274	-88.4315
32.1956	-88.4353
32.125	-88.4444
31.8938	-88.4732
31.875	-88.47275
31.8581	-88.4713
31.6976	-88.4642
31.5	-88.4528
31.4797	-88.4513
31.4357	-88.4494
31.3782	-88.4465
31.2604	-88.4395
31.1147	-88.4323
31.0854	-88.4306
31.0463	-88.4285
30.9981	-88.4258
30.75	-88.4132
30.7354	-88.4126
30.6019	-88.4068
30.4725	-88.4001
30.3486	-88.394
30.3207	-88.4971
30.34945	-88.75005
30.4068	-88.8485
30.375	-88.85165
30.38685	-89.0
30.3165	-89.2905
30.3726	-89.3408
30.3188	-89.3224
30.18165	-89.5
30.1803	-89.52435
30.24995	-89.6239
30.4582	-89.6904
30.459	-89.69
30.5018	-89.75
30.4999	-89.7575
30.666	-89.8423
30.75	-89.8241
30.9268	-89.7527
31.0021	-89.7279
30.9992	-89.7499
31.0017	-89.7525
31.0016	-89.8359
31.00085	-90.125
31.00025	-90.24995
31.0005	-90.2595
31.0003	-90.3471
31.00015	-90.3752
30.9997	-90.49995
30.9995	-90.5478
30.9995	-90.5669
30.9993	-90.7068
30.99935	-90.75005
30.9991	-90.826
30.99855	-91.0
30.9991	-91.0582
30.9989	-91.1753
30.99945	-91.25
30.99895	-91.375
30.9991	-91.6371
31.0091	-91.613
31.13125	-91.625
31.1911	-91.589
31.36525	-91.5
31.64415	-91.5
31.7328	-91.3808
31.73925	-91.375
31.7499	-91.3513
31.74955	-91.31775
0	1
32.57831	-114.81161
32.718487	-114.7188
32.7188	-114.7186
32.75	-114.53815
33.0056	-114.4999
33.023003	-114.59103
33.0967	-114.7069
33.375	-114.7058
33.4334	-114.62642
33.4334	-114.6263
33.69515	-114.5
33.9617	-114.5
33.9944	-114.459
34.0797	-114.4347
34.1731	-114.2548
34.25	-114.1647
34.3035	-114.1377
34.4486	-114.3758
34.5	-114.38035
34.73045	-114.5
34.86135	-114.625
35.0018	-114.632
35.25	-114.58555
35.75	-114.6971
35.875	-114.6662
36.0925	-114.75
36.1439	-114.5016
36.0193	-114.25
36.1903	-114.0558
36.8429	-114.0498
37.00005	-114.04915
37.0002	-114.0491
36.9997	-113.7248
36.9997	-113.3925
37.0004	-112.8986
37.00055	-112.875
37.0005	-112.7501
37.0009	-112.5399
37.0015	-111.75
37.002	-111.50005
37.0016	-111.4122
37.00055	-111.25005
37.0023	-111.0
37.0033	-110.7508
37.0048	-110.4903
36.998	-110.4695
36.9985	-110.0002
36.99825	-109.625
36.99915	-109.4999
36.9988	-109.0444
36.75	-109.04505
36.5	-109.04485
36.0027	-109.0449
35.5354	-109.045
35.5	-109.04605
34.9598	-109.0453
34.7838	-109.0446
34.7689	-109.0451
34.5794	-109.0453
34.375	-109.04605
34.0	-109.0465
33.7771	-109.0456
33.7558	-109.045
33.75	-109.04595
33.2092	-109.0466
33.1513	-109.0465
33.0	-109.0465
32.7775	-109.0465
32.75	-109.0469
32.5	-109.0473
32.4263	-109.047
31.5449	-109.0487
31.5221	-109.0491
31.3324	-109.049
31.3329	-110.459
31.3337	-111.0781
31.4166	-111.3369
31.426	-111.3661
31.4688	-111.50005
31.4703	-111.5058
32.039	-113.3332
32.4501	-114.6658
32.57831	-114.81161
0	2
35.7591	-94.4929
35.706	-94.4844
35.6752	-94.4787
35.6384	-94.4725
35.5125	-94.4513
35.5	-94.4497
35.3987	-94.4318
35.3943	-94.4311
35.3926	-94.4322
35.3873	-94.4339
35.375	-94.4331
35.25	-94.43635
34.9339	-94.4474
34.8842	-94.4491
34.875	-94.44955
34.7288	-94.4541
34.687	-94.4555
34.6432	-94.4571
34.5072	-94.4611
34.4615	-94.462
34.25	-94.46855
34.19	-94.4698
34.125	-94.47195
33.9588	-94.4768
33.9405	-94.4769
33.9156	-94.4776
33.892	-94.4787
33.6377	-94.4856
33.54445	-94.375
33.58705	-94.25
33.5515	-94.0431
33.5234	-94.0428
33.375	-94.04295
33.2711	-94.0427
33.25	-94.04265
33.125	-94.04295
33.019	-94.0428
33.01935	-93.99995
33.0194	-93.9304
33.0191	-93.807
33.0191	-93.6817
33.0201	-93.6681
33.0185	-93.5206
33.01845	-93.5
33.0184	-93.4904
33.0183	-93.336
33.0176	-93.2554
33.018	-93.2385
33.0183	-93.2156
33.0177	-93.1869
33.0175	-92.9886
33.0152	-92.8079
33.0148	-92.8041
33.0141	-92.7252
33.0116	-92.50005
33.0084	-92.1667
33.0079	-92.0691
33.0064	-91.5874
33.0068	-91.5785
33.0062	-91.4599
33.0061	-91.4358
33.0061	-91.4107
33.006	-91.4037
33.0049	-91.2646
33.0048	-91.2221
33.0044	-91.201
33.0042	-91.1657
33.0111	-91.1659
33.0113	-91.166
33.38665	-91.125
33.3812	-91.1725
33.473	-91.125
33.4435	-91.2333
33.509	-91.1853
33.5293	-91.2154
33.534	-91.2206
33.5354	-91.2217
33.5614	-91.2307
33.70835	-91.125
33.78405	-91.125
33.7675	-91.0
33.979	-91.0822
34.0143	-91.00005
34.1184	-90.9516
34.1196	-90.9516
34.24995	-90.8385
34.2904	-90.7505
34.3552	-90.7693
34.3686	-90.6763
34.3224	-90.6932
34.3128	-90.6781
34.5233	-90.5669
34.6398	-90.5873
34.6406	-90.587
34.6407	-90.5869
34.6663	-90.5474
34.6245	-90.5324
34.684	-90.4609
34.7295	-90.5686
34.7508	-90.5401
34.72495	-90.5
34.7503	-90.4517
34.7744	-90.4666
34.8292	-90.408
34.8337	-90.4009
34.8486	-90.3852
34.8607	-90.304
34.8993	-90.25005
34.9476	-90.2507
34.9951	-90.3089
35.1314	-90.1432
35.125	-90.08115
35.3605	-90.0921
35.413	-90.125
35.375	-90.14165
35.3822	-90.1783
35.4367	-90.14
35.49995	-90.0465
35.56085	-89.99995
35.5378	-89.9096
35.75485	-89.875
35.9045	-89.75
35.9042	-89.6447
36.0	-89.7328
36.0008	-89.7332
36.00075	-89.75005
35.9994	-89.9089
35.9992	-89.9591
35.9977	-90.1663
35.997	-90.25015
35.9962	-90.2895
35.9962	-90.3768
36.115	-90.2924
36.1202	-90.265
36.2011	-90.1922
36.2443	-90.1252
36.4976	-90.1515
36.4978	-90.2199
36.4978	-90.24975
36.4981	-90.2959
36.4984	-90.5759
36.4984	-90.711
36.4986	-90.7289
36.4986	-90.7848
36.49825	-90.875
36.49825	-91.0
